,id,host_id,minimum_nights,last_review,reviews_per_month
4712,3316877,175694,1,,
4713,3317978,16751902,1,2016-06-30,0.05
4714,3318859,9306976,2,2019-02-12,0.47
4715,3319483,1498951,1,,
4716,3320635,7640229,7,2016-05-18,0.07
4717,3321643,1442768,4,2016-08-27,0.17
4718,3322922,18566028,18,2015-08-03,0.2
4719,3323189,16777963,2,2019-06-30,1.52
4720,3324203,16782573,3,2019-07-05,2.65
4721,3324498,11827364,30,2018-08-24,0.16
4722,3325584,16789954,4,2018-01-02,0.06
4723,3325617,16790098,2,2019-06-18,3.54
4724,3325807,3053578,7,2016-10-06,0.1
4725,3328706,16805656,1,2019-06-23,2.67
4726,3331279,3840659,4,2018-04-05,0.23
4727,3332881,16826094,3,2016-05-15,0.03
4728,3334361,16834792,5,2019-07-06,3.14
4729,3334850,16838156,29,2018-07-03,0.08
4730,3337808,3655542,4,,
4731,3339205,15689833,4,2017-01-02,0.18
4732,3339273,7245581,110,2019-02-18,0.26
4733,3339399,2119276,30,2019-05-20,0.24
4734,3341682,1558222,1,2015-10-19,0.05
4735,3343038,16872923,1,2014-08-28,0.13
4736,3343299,16874459,2,2015-09-14,0.07
4737,3344177,10457196,30,2019-06-28,0.18
4738,3344237,16879147,2,2019-06-27,0.89
4739,3344509,1290508,10,2017-01-03,0.03
4740,3344815,16883036,2,2019-01-02,1.24
4741,3349699,19402,5,2019-04-26,0.76
4742,3350417,12556197,4,2017-03-04,0.6
4743,3351584,455017,1,2019-05-25,0.67
4744,3352030,317692,2,2015-09-27,0.08
4745,3352608,16916853,5,2017-01-09,0.13
4746,3354367,8882019,2,2015-10-01,0.02
4747,3354459,16926937,1,2019-04-27,0.07
4748,3354484,4319841,5,2017-08-10,0.16
4749,3357882,16942970,5,2018-12-02,0.84
4750,3358937,16947051,3,2016-04-17,0.19
4751,3359315,16948705,10,2015-08-08,0.05
4752,3359510,7503643,30,2019-06-30,0.27
4753,3362302,16962600,7,2015-01-30,0.07
4754,3363364,16968100,1,,
4755,3363462,16968641,5,2019-05-20,0.3
4756,3367150,16989237,4,2017-07-24,0.28
4757,3368427,4044499,1,,
4758,3368441,5783747,3,2019-06-23,0.49
4759,3369100,16106756,3,2019-06-26,2.88
4760,3369623,17000648,3,2016-01-02,0.65
4761,3369826,17001535,1,2014-09-24,0.02
4762,3369929,1910452,1,,
4763,3370285,17003476,3,2016-06-15,0.1
4764,3372399,17015217,5,2019-01-01,1.41
4765,3372642,1283991,3,,
4766,3372925,17018997,5,2017-07-03,0.04
4767,3373030,7549,1,2019-06-25,1.0
4768,3375448,2377104,2,2019-06-23,4.21
4769,3375998,17032761,7,2017-12-30,0.09
4770,3376567,2042864,4,2018-03-20,0.3
4771,3376999,17036912,3,2019-06-24,2.64
4772,3378404,3463555,2,,
4773,3378576,6273146,1,,
4774,3378585,13535952,1,,
4775,3379914,9317567,10,2019-03-18,0.18
4776,3383382,908514,2,2019-05-27,0.41
4777,3383662,6146050,15,,
4778,3386226,4185064,1,2019-06-23,1.47
4779,3386746,17087544,4,2015-09-15,0.44
4780,3386923,2468616,2,2019-06-08,0.16
4781,3387493,15310997,30,2017-11-30,0.05
4782,3390839,3435970,5,2018-11-04,0.13
4783,3391220,3542562,31,,
4784,3393798,8597778,3,2016-08-11,0.1
4785,3393999,2443535,7,,
4786,3394044,10657357,3,2019-05-04,0.29
4787,3394314,12057272,30,2016-05-16,1.3
4788,3394517,17125263,2,2019-06-29,1.05
4789,3394768,10657357,5,2019-04-29,0.34
4790,3394964,10657357,5,2019-06-27,0.39
4791,3395099,10657357,6,2019-06-15,0.33
4792,3395398,17130866,3,2018-07-15,0.58
4793,3395697,17132728,7,2016-09-22,0.03
4794,3399909,39304,365,,
4795,3400359,16286162,2,2019-06-29,1.87
4796,3400645,178784,3,2017-09-15,0.1
4797,3400739,17151343,21,2016-12-01,0.99
4798,3401083,17153037,7,2018-08-13,0.41
4799,3401271,5851210,3,2019-07-01,3.69
4800,3401911,17156530,1,,
4801,3402474,17157906,2,2017-01-01,0.16
4802,3403034,17161465,30,2019-04-30,0.61
4803,3404472,17169449,3,2019-06-30,3.7
4804,3404668,17170345,2,2019-06-10,1.99
4805,3404873,17171419,4,2019-06-12,0.82
4806,3408897,17190169,5,2019-05-04,0.45
4807,3410516,17196239,1,2019-04-26,0.12
4808,3411006,4903508,7,2019-06-14,1.53
4809,3411815,1649108,1,2019-05-31,1.51
4810,3411912,2574806,2,2015-12-09,0.02
4811,3412633,1964249,11,2019-06-04,0.82
4812,3412893,17206543,2,2018-09-04,0.12
4813,3414607,3640784,3,2019-07-06,0.42
4814,3414885,5722995,2,2019-06-28,1.46
4815,3415102,17218916,2,2019-05-05,0.8
4816,3415455,4345336,2,2019-06-28,0.92
4817,3420223,17241205,1,2016-09-05,0.36
4818,3420648,16345041,3,2015-08-19,0.27
4819,3421589,17243187,5,2019-04-14,0.15
4820,3423032,12483101,3,2018-08-25,0.09
4821,3423516,17256091,2,,
4822,3424458,17247205,1,2017-10-31,0.05
4823,3425054,7398990,5,2018-01-05,0.17
4824,3425168,10665748,30,2019-05-16,0.12
4825,3426233,17272284,3,2019-04-28,0.36
4826,3429765,16286162,2,2018-07-05,1.27
4827,3430612,17289499,3,2017-09-04,0.2
4828,3431378,17292935,1,2019-06-22,3.95
4829,3431816,4274268,4,2016-01-03,0.05
4830,3432660,17299359,3,2014-10-24,0.02
4831,3434211,11081628,7,2018-05-29,0.18
4832,3434303,16914467,2,2016-11-10,0.07
4833,3434471,13148521,4,2015-08-11,0.07
4834,3435260,17315514,10,2016-11-08,0.03
4835,3437101,17318747,1,2019-06-15,0.47
4836,3439207,5634395,7,2018-08-26,0.18
4837,3440135,7356757,1,2019-06-18,2.73
4838,3440741,17339848,3,2016-09-09,0.08
4839,3441130,6045456,7,2019-04-05,0.26
4840,3442067,17198795,2,2015-09-28,0.02
4841,3442140,8697041,15,2015-09-30,0.07
4842,3442152,17347275,3,2015-08-16,0.03
4843,3445138,17051201,3,2019-05-27,0.27
4844,3447238,13637847,5,2019-06-17,0.18
4845,3447448,14509754,1,,
4846,3448037,634096,1,,
4847,3450210,17389236,1,2019-06-22,1.8
4848,3452721,17130308,5,2016-01-02,0.12
4849,3452835,666862,2,2016-11-27,0.98
4850,3453488,2533026,30,,
4851,3455983,178551,6,,
4852,3457770,9604972,1,2014-08-09,0.02
4853,3458525,17430718,3,2019-06-19,1.05
4854,3461872,5220670,1,2015-10-04,0.05
4855,3462975,17159358,1,2015-09-24,0.12
4856,3463385,10698270,1,2019-05-27,3.31
4857,3463475,1384256,1,2019-06-30,4.83
4858,3464727,17456385,1,,
4859,3464971,17457445,7,,
4860,3465604,12220316,3,2018-08-27,0.1
4861,3465651,4060346,1,2019-07-05,2.38
4862,3465977,1535732,15,2019-06-16,0.45
4863,3468486,17475146,7,2014-07-28,0.02
4864,3468914,17477908,30,2018-05-24,0.1
4865,3468942,17477908,30,2019-04-24,0.19
4866,3469115,17051201,2,2019-04-07,0.33
4867,3469171,1499484,1,2019-06-24,2.8
4868,3469295,17479416,4,2019-06-22,0.97
4869,3473305,16718001,3,2016-06-21,0.25
4870,3474320,12949460,1,2019-07-01,8.14
4871,3476105,5810978,4,2019-05-28,2.34
4872,3476431,4374828,3,2019-01-01,0.85
4873,3478771,6230230,2,2019-06-30,0.6
4874,3479019,17299359,3,2014-11-02,0.07
4875,3479614,3395227,5,2016-11-22,1.18
4876,3479639,17527788,1,2019-06-15,0.84
4877,3482919,4320908,7,,
4878,3485146,6707119,1,2014-12-30,0.02
4879,3486103,3841446,2,2019-06-27,4.58
4880,3487445,2553182,1,,
4881,3488283,17208512,3,2019-04-28,0.08
4882,3488989,17568735,3,2015-09-08,0.05
4883,3489095,3250450,30,,
4884,3489242,3250450,30,2019-06-12,0.14
4885,3490317,15697051,2,2019-06-22,3.82
4886,3492910,17266994,3,2019-06-06,1.52
4887,3493833,17592620,5,2019-06-01,0.32
4888,3495686,721833,3,,
4889,3495854,17601262,2,2019-06-27,2.52
4890,3496384,16677326,1,2019-06-24,3.48
4891,3496438,17604079,1,2014-08-05,0.02
4892,3499016,17618198,2,2014-09-22,0.03
4893,3499174,6145540,4,2017-05-06,0.13
4894,3499251,10034987,3,2016-12-31,0.42
4895,3499326,380728,6,2015-09-01,0.29
4896,3504289,11308483,1,2014-07-11,0.03
4897,3507112,17658078,2,2016-03-19,0.19
4898,3509822,17671787,3,2015-06-05,0.1
4899,3510929,130216,5,2018-07-17,0.12
4900,3511778,17681072,30,2016-09-25,0.2
4901,3511883,17347754,2,2017-10-09,0.18
4902,3511898,17682043,20,2017-07-31,0.09
4903,3511934,17682312,1,,
4904,3512428,17616305,2,2019-07-06,2.15
4905,3512620,617127,5,2019-06-24,0.9
4906,3513303,4904811,3,2019-06-16,3.79
4907,3513662,6153186,1,2015-12-17,0.08
4908,3513960,4847926,3,2019-06-03,1.3
4909,3517621,1475015,30,2019-06-30,0.07
4910,3517646,17711637,5,2018-08-13,0.05
4911,3518682,5407403,2,2017-05-21,0.83
4912,3519172,17719747,3,2019-06-23,0.39
4913,3521162,17730490,1,2016-05-11,0.31
4914,3522244,922478,1,2019-06-09,0.87
4915,3522329,17737666,1,2016-01-17,0.81
4916,3522513,17739111,4,2019-06-24,0.28
4917,3522539,515946,4,2019-06-12,0.75
4918,3523001,10628463,7,,
4919,3526122,4254072,3,2019-06-21,0.74
4920,3529500,14902860,5,2019-06-19,0.91
4921,3529503,6491377,4,2019-06-24,1.19
4922,3529888,9952523,3,2017-03-10,0.22
4923,3530122,228012,5,2019-07-06,1.28
4924,3530395,7665324,2,2019-04-08,0.1
4925,3530517,17773625,3,2019-06-14,1.23
4926,3531018,12291588,1,2019-07-01,2.63
4927,3531190,1457351,4,2019-07-05,1.41
4928,3531345,12337318,2,2019-04-26,0.82
4929,3531959,17781037,1,2014-10-20,0.03
4930,3533180,254846,3,2019-06-12,0.96
4931,3533604,9510645,1,2019-07-06,5.57
4932,3533669,6828085,1,2019-06-03,0.81
4933,3533741,17791294,1,,
4934,3533777,17791467,2,2019-06-16,4.12
4935,3534137,7157099,2,2019-07-04,1.56
4936,3534443,13337141,2,2019-02-03,2.02
4937,3539618,506909,1,2015-05-21,0.15
4938,3539882,16583238,5,2015-12-31,0.2
4939,3540370,17820079,1,2019-05-27,3.17
4940,3540722,17820464,1,2018-12-03,5.96
4941,3542523,747031,1,2017-12-20,2.34
4942,3543227,3912009,3,2019-07-01,2.78
4943,3544273,17842194,4,2017-12-31,0.15
4944,3544610,17845064,1,,
4945,3544828,17224426,2,2019-01-02,3.04
4946,3544858,7879349,1,2014-08-18,0.02
4947,3544899,7458731,3,2018-08-06,0.62
4948,3545066,7250241,5,2015-08-29,0.05
4949,3548393,6212988,3,2016-03-22,0.26
4950,3549074,17866326,3,2017-01-02,0.05
4951,3549478,3563304,4,2019-07-07,0.63
4952,3549798,6309019,2,2019-07-02,2.93
4953,3550298,16974369,5,2018-06-30,0.1
4954,3550879,17874864,1,2016-11-01,0.53
4955,3551778,1439449,30,2016-05-19,0.07
4956,3552043,319077,3,2019-05-05,0.36
4957,3552693,17885257,1,,
4958,3553361,15735446,1,2019-06-30,0.24
4959,3553679,2879920,60,2016-04-04,0.16
4960,3553768,17891677,5,2019-06-24,1.09
4961,3554230,7157099,5,2019-01-01,0.15
4962,3554285,2120259,4,2019-06-24,0.64
4963,3554287,6504434,7,,
4964,3554599,3902832,3,,
4965,3556241,636319,2,,
4966,3556577,7245581,180,2018-07-06,0.12
4967,3556615,17906693,2,2019-06-09,1.06
4968,3559515,17920050,2,2018-12-02,0.15
4969,3559695,17920926,5,2018-08-24,0.21
4970,3561828,2401823,3,,
4971,3562245,8924899,2,2019-07-01,1.02
4972,3563271,6911276,1,2019-06-12,1.39
4973,3565617,17953139,7,2018-12-07,0.27
4974,3567258,298914,4,2019-06-24,1.01
4975,3568596,7499240,1,2015-10-19,0.05
4976,3569374,1673750,2,2016-01-02,0.15
4977,3574304,7438973,30,2018-11-12,0.19
4978,3575859,1239959,14,2016-09-23,0.03
4979,3575918,18007776,14,2019-06-09,0.81
4980,3576160,18008945,4,2019-05-12,0.83
4981,3578158,17891224,4,,
4982,3580577,18032197,4,2019-01-03,1.11
4983,3581153,18038832,1,2019-05-26,0.49
4984,3581652,18041691,1,2016-07-29,0.09
4985,3582816,3771272,2,2019-06-30,1.0
4986,3583482,3609048,2,2016-06-24,0.17
4987,3583605,18051675,3,,
4988,3583702,18018059,1,2019-07-01,2.64
4989,3584528,11495235,1,2016-01-05,0.03
4990,3585452,17943391,2,2019-06-26,4.95
4991,3585974,3588028,3,2018-05-16,0.3
4992,3586141,14898658,30,2019-04-28,1.28
4993,3587219,8483704,7,2019-07-02,1.09
4994,3591107,6310115,1,2019-01-01,0.31
4995,3593491,5164854,6,2018-07-14,0.23
4996,3593821,18105672,30,2015-07-26,0.02
4997,3594408,6150064,2,2015-08-25,0.04
4998,3595503,18115202,1,,
4999,3595554,18108212,2,2019-06-27,1.35
5000,3595574,18115545,3,2019-05-23,0.25
5001,3600108,7076239,2,2019-06-19,2.99
5002,3600496,12485770,30,2019-03-25,0.15
5003,3600518,4367602,31,,
5004,3600961,18142696,2,2015-08-20,0.08
5005,3601324,16834792,5,2019-07-03,2.48
5006,3601743,18146661,3,2019-06-29,3.2
5007,3601900,18147523,1,2018-01-01,0.23
5008,3602534,18150845,6,2019-05-17,1.17
5009,3602739,18151946,7,2017-04-17,0.28
5010,3603134,17898189,2,2015-09-27,0.41
5011,3603287,146825,6,2016-03-26,0.07
5012,3603426,18156556,3,2018-09-30,0.25
5013,3604145,11430190,2,2018-10-29,0.86
5014,3605388,14157138,2,2018-10-29,0.94
5015,3605493,16809056,3,2016-08-02,0.55
5016,3605524,17958831,3,2019-05-29,1.95
5017,3605654,18170442,1,,
5018,3605896,1921498,9,2019-05-25,0.44
5019,3608353,18183144,3,2019-07-01,0.65
5020,3609762,18189519,3,2019-06-19,2.46
5021,3611620,18198406,1,2017-07-31,0.26
5022,3611813,8410380,4,2019-06-14,2.44
5023,3613161,11976676,3,2017-04-26,0.49
5024,3613839,17450462,7,2019-06-09,0.92
5025,3614113,2033003,2,2019-05-05,0.28
5026,3614159,461269,2,2016-05-01,0.26
5027,3614680,18212957,2,2015-12-30,0.08
5028,3616001,4421323,7,2018-04-29,0.19
5029,3616003,18219988,2,2019-05-27,1.7
5030,3616173,2383619,21,2018-04-02,1.5
5031,3616527,16669342,1,,
5032,3616946,18225315,1,2015-12-14,0.27
5033,3617498,6643482,2,2019-06-06,2.07
5034,3619399,17619450,1,2015-10-20,0.09
5035,3623158,18212433,30,2018-08-05,0.04
5036,3623201,14273136,10,2019-06-22,0.52
5037,3623946,18254730,4,2019-04-28,0.14
5038,3624205,18212433,21,2019-02-12,0.3
5039,3624380,18212433,21,2017-07-04,0.04
5040,3624387,4666670,6,2019-05-21,0.42
5041,3624653,6472334,2,2016-04-29,0.18
5042,3624952,2574452,4,2014-09-20,0.03
5043,3625075,18260128,3,2018-08-13,0.13
5044,3625117,18260299,30,2019-06-10,0.23
5045,3625870,18264329,3,2019-06-23,0.81
5046,3626302,11674837,1,2019-06-19,2.87
5047,3626426,13347167,30,2018-08-10,0.08
5048,3626609,3038687,30,2019-03-16,0.19
5049,3626699,12306481,30,2018-11-21,0.16
5050,3627106,18212433,5,2019-05-20,0.68
5051,3627326,5652395,1,2018-09-16,0.14
5052,3627589,3562322,6,2019-07-04,1.35
5053,3628190,14905237,3,2018-08-19,0.22
5054,3628328,1279211,6,2019-06-04,0.28
5055,3628553,3552711,1,2019-03-14,0.5
5056,3629217,10262649,2,2016-01-25,0.69
5057,3629381,18287550,7,2016-12-31,0.06
5058,3629580,18289867,1,2014-08-27,0.05
5059,3630304,18297103,1,2019-06-08,0.97
5060,3630309,12306481,30,2019-04-19,0.28
5061,3632258,3325418,1,2019-04-15,1.27
5062,3634361,740032,5,2019-07-07,0.6
5063,3635348,3096525,3,2019-06-21,1.96
5064,3635624,6050632,3,2014-08-28,0.02
5065,3636601,7245581,75,2019-04-30,0.23
5066,3636967,7503643,30,2016-09-09,0.08
5067,3637029,18343265,4,2015-12-22,0.3
5068,3638841,17917168,1,2019-03-24,2.52
5069,3638852,3563235,5,2016-09-06,0.2
5070,3641819,534776,2,2019-01-05,0.43
5071,3642278,18388112,3,2016-10-03,0.07
5072,3642325,16916853,7,2017-03-13,0.05
5073,3642801,2052361,3,2019-06-23,0.4
5074,3643392,18397763,2,2019-07-02,0.95
5075,3643673,10263308,3,2018-08-02,0.6
5076,3644017,5909599,1,2019-06-04,0.51
5077,3644037,14945045,3,2015-08-23,0.03
5078,3645284,2119276,30,2019-04-07,0.25
5079,3645866,946672,2,2016-09-05,0.1
5080,3646059,17525930,1,2016-11-13,0.88
5081,3646551,2119276,30,2015-08-07,0.03
5082,3652120,1475015,30,2016-02-22,0.06
5083,3652230,681225,2,2019-07-07,0.74
5084,3653996,1475015,30,2019-03-15,0.18
5085,3654510,7920086,11,2018-03-15,0.23
5086,3654511,15784,5,2017-08-07,0.04
5087,3655007,18492106,7,2018-09-15,0.55
5088,3655367,18495460,30,2019-01-06,1.67
5089,3659544,12327430,3,2019-06-23,2.88
5090,3660983,8182126,5,2016-05-14,0.03
5091,3661168,3344830,5,2015-01-04,0.03
5092,3662091,18556644,62,,
5093,3662724,16098958,30,2019-05-30,0.06
5094,3662795,18565670,2,2019-04-15,0.54
5095,3662827,8200795,3,2019-06-30,0.88
5096,3662887,14041891,4,,
5097,3662949,18567895,2,2016-06-17,0.11
5098,3663178,710916,1,2019-07-02,3.89
5099,3663423,18570567,3,,
5100,3663798,18272570,2,2016-06-30,0.72
5101,3663984,13347167,30,2019-02-02,0.08
5102,3664439,6913016,3,2019-06-11,1.65
5103,3664714,5872286,3,2018-05-19,0.57
5104,3666653,17544112,4,2019-07-04,2.55
5105,3666709,18594426,3,2019-05-30,0.15
5106,3670659,16437254,30,2019-03-27,0.16
5107,3672455,6966831,2,2015-07-23,0.06
5108,3673938,4578923,5,2019-05-19,0.79
5109,3674757,2702080,2,2019-06-02,2.42
5110,3675957,2076525,14,2019-06-18,0.41
5111,3677769,18681479,2,2019-06-24,1.89
5112,3677995,9553177,2,2017-06-09,0.35
5113,3678064,2120259,4,2019-07-05,0.46
5114,3678796,18693665,2,2019-06-24,3.61
5115,3678829,17051201,2,2018-12-29,0.12
5116,3678990,7474069,2,2019-06-13,4.67
5117,3683236,378737,2,,
5118,3683241,18726889,4,2014-08-21,0.03
5119,3684144,2955491,2,2019-06-25,0.41
5120,3684302,18030682,7,2019-06-29,0.87
5121,3685433,15817252,5,2017-01-04,0.12
5122,3685704,2640773,2,2019-05-29,2.18
5123,3686493,16098958,30,,
5124,3686972,18690148,4,2019-07-01,0.45
5125,3687172,5771331,1,2016-05-04,0.33
5126,3687227,4765290,2,2016-08-08,0.06
5127,3688168,2461535,2,2019-06-23,2.05
5128,3688197,11371357,1,2018-12-29,0.21
5129,3689140,2267864,2,2019-06-30,3.46
5130,3692566,2673332,3,2018-08-14,0.34
5131,3693901,17696653,1,2016-08-28,0.04
5132,3694441,1010344,3,2016-01-01,0.1
5133,3694498,18646528,3,2017-04-01,0.1
5134,3695776,1176165,5,2015-11-07,0.07
5135,3696043,807340,1,2019-07-01,2.27
5136,3696746,18138735,3,2019-01-02,1.22
5137,3697432,18836774,4,2019-01-19,0.8
5138,3698111,18836774,3,2019-05-29,1.01
5139,3698241,18836774,3,2019-06-27,1.0
5140,3698367,5465947,1,2015-08-21,0.12
5141,3700364,7644834,8,2019-06-19,1.06
5142,3701708,18866837,60,2016-09-07,0.03
5143,3701890,3146957,7,2016-07-05,0.09
5144,3702400,10972334,1,2015-11-04,0.1
5145,3703037,18876264,1,,
5146,3703633,2119276,30,2017-10-22,0.14
5147,3703805,6932160,5,2018-10-25,0.7
5148,3704067,188896,1,2019-01-21,2.03
5149,3706213,10856201,1,,
5150,3709013,7420906,3,2018-11-13,0.28
5151,3710162,1788746,2,2018-01-01,0.16
5152,3710230,18929364,2,2018-08-25,0.3
5153,3710436,318729,3,2019-07-01,2.12
5154,3710685,15789646,3,2019-07-01,1.21
5155,3711039,3007815,2,2019-07-04,1.6
5156,3715638,9784206,1,2019-07-05,3.41
5157,3715824,13042411,2,2019-06-08,2.99
5158,3716193,18970667,3,2019-06-27,2.81
5159,3717689,18393872,7,2017-05-15,0.03
5160,3717749,5573250,1,2015-07-06,0.03
5161,3718713,18988423,2,2015-12-27,0.09
5162,3720404,1363910,3,2014-09-01,0.02
5163,3721826,19011946,30,2014-09-15,0.02
5164,3725902,4830699,1,2016-09-06,0.23
5165,3727816,19044620,1,2014-10-22,0.03
5166,3727861,19044783,1,,
5167,3728309,19046961,5,2019-05-01,0.31
5168,3728837,7503643,30,2019-04-01,0.12
5169,3731209,19067223,1,2015-06-17,0.02
5170,3731871,19072805,5,2018-12-05,0.26
5171,3731965,7598755,2,2016-03-13,0.02
5172,3735483,5064699,2,2019-01-04,1.09
5173,3737180,19107278,5,,
5174,3737847,19107278,5,2016-06-01,0.03
5175,3738529,19111611,1,2016-07-11,0.12
5176,3738756,10675384,30,2016-09-13,0.38
5177,3738815,17770287,30,2018-12-16,0.17
5178,3739126,3586725,5,,
5179,3739712,2523466,3,2019-06-26,2.25
5180,3739864,14102923,5,,
5181,3740402,18836774,3,2019-06-29,0.94
5182,3741405,10577253,1,2016-01-02,0.05
5183,3741530,19131844,8,2019-03-12,0.42
5184,3741728,19133023,5,2019-06-27,1.77
5185,3741945,18836774,3,2019-06-01,1.03
5186,3742373,9859391,3,2019-01-02,0.17
5187,3743048,19143974,3,2019-05-06,2.1
5188,3747107,9535767,5,2015-08-07,0.05
5189,3747240,2203817,5,2018-01-03,0.17
5190,3747392,15805343,1,2016-06-07,0.19
5191,3747567,522065,7,2019-05-23,0.8
5192,3749971,10094431,1,2019-07-01,1.31
5193,3750917,19191737,10,,
5194,3751048,1475015,30,2018-11-10,0.22
5195,3751919,15270760,2,2018-01-01,0.05
5196,3752035,14961638,3,2019-06-17,1.31
5197,3755474,9928037,3,2018-01-02,0.17
5198,3757178,19233588,7,2017-09-19,0.34
5199,3757461,17465563,2,2019-06-22,2.98
5200,3758296,19240279,5,2019-01-02,0.44
5201,3758686,19242857,1,2019-06-16,1.39
5202,3759009,18270150,1,2019-06-25,1.15
5203,3760029,19250606,2,2019-07-02,2.43
5204,3760158,10491406,3,2019-04-21,0.71
5205,3760592,9864136,30,2018-12-16,0.91
5206,3760824,12720552,1,2019-06-15,0.32
5207,3762842,19272788,24,2018-08-31,0.04
5208,3764540,3022504,4,2019-06-18,0.89
5209,3765095,5242693,10,2018-05-16,0.26
5210,3765357,5160726,13,2016-05-15,0.05
5211,3766496,5086937,2,2019-06-24,1.33
5212,3766770,17479416,3,2019-04-29,1.23
5213,3767156,16351647,2,2019-06-23,3.9
5214,3767267,3231109,2,2019-06-05,0.91
5215,3767674,4951037,7,2016-09-10,0.09
5216,3768977,18953786,3,2019-06-13,1.96
5217,3769052,3086826,3,2019-04-05,1.0
5218,3769257,19315796,1,,
5219,3771656,19331457,1,2019-07-01,6.51
5220,3771845,7665324,1,2019-06-23,1.12
5221,3772256,15765273,1,2018-08-25,0.2
5222,3775259,19356930,3,2019-07-06,2.97
5223,3775379,2274845,2,2019-05-19,0.51
5224,3775978,19359650,3,2017-09-19,0.38
5225,3779230,23193,1,2019-06-05,0.16
5226,3779262,19382874,3,2019-05-28,2.27
5227,3780113,5785240,3,2019-06-29,1.37
5228,3780206,6739436,1,2016-01-16,0.68
5229,3780715,18880856,2,2019-06-21,1.6
5230,3780951,16065171,1,2019-05-26,0.27
5231,3782283,7196556,2,2014-09-01,0.02
5232,3782441,5003239,1,2019-05-02,0.4
5233,3782925,3363799,5,2019-06-23,1.45
5234,3783016,3716641,30,2018-12-23,0.28
5235,3783021,3716641,30,2019-06-19,0.24
5236,3783639,10193030,3,,
5237,3785438,16437254,30,2019-03-30,0.1
5238,3787867,15047361,3,,
5239,3789265,5680409,2,,
5240,3789758,18609156,1,2015-06-18,0.03
5241,3790118,17292935,1,2019-06-17,4.63
5242,3790746,1317384,3,2019-06-22,2.72
5243,3791244,2119276,30,2018-08-12,0.22
5244,3791325,3028267,7,2019-05-25,0.27
5245,3791554,5810195,1,2019-06-30,1.18
5246,3792246,7508547,2,2019-06-22,1.53
5247,3793161,3250450,30,2019-05-14,0.16
5248,3793246,2331719,3,2019-05-12,1.33
5249,3793542,700913,30,2018-08-13,0.2
5250,3793874,19106718,4,2019-06-28,0.29
5251,3797183,2538522,3,2014-08-19,0.02
5252,3798874,19510462,3,2016-09-17,0.07
5253,3798941,6642777,1,2019-06-21,6.23
5254,3799598,7558452,1,2019-06-23,5.04
5255,3800332,3245596,25,2016-04-08,0.07
5256,3800547,7453027,3,2019-06-24,1.66
5257,3800549,810266,21,2015-04-30,0.02
5258,3801407,10162529,3,2018-11-20,0.45
5259,3801701,12090062,2,2018-12-09,0.52
5260,3802218,19533769,1,2019-06-12,5.46
5261,3802538,16677444,1,2019-05-19,2.84
5262,3802966,19539944,7,,
5263,3804690,19550968,60,2015-05-07,0.07
5264,3808093,19569660,30,2015-06-17,0.16
5265,3808119,19569725,2,2019-06-22,4.37
5266,3808230,7848968,2,2019-06-18,3.5
5267,3808323,265278,3,2019-06-21,2.85
5268,3808358,19569282,14,2014-08-16,0.02
5269,3808620,1475015,30,2019-04-21,0.11
5270,3811186,19524858,1,2018-09-23,1.44
5271,3811639,10603767,3,2019-06-22,3.42
5272,3811757,3997854,30,2016-08-13,0.17
5273,3812133,1529179,7,,
5274,3812222,19597910,2,2019-05-18,2.17
5275,3812554,19597910,2,2019-05-19,1.27
5276,3816424,23633,1,,
5277,3816499,23633,2,2015-11-01,0.04
5278,3817216,1475015,30,2019-05-31,0.12
5279,3817304,6615826,5,2019-06-24,1.41
5280,3817666,2119276,30,2019-03-23,0.2
5281,3818187,19633755,30,2016-05-27,0.04
5282,3818279,2119276,30,2018-08-20,0.14
5283,3818298,3856533,1,2019-01-07,0.45
5284,3819407,9784802,3,2019-05-26,1.19
5285,3819656,19644902,2,2015-06-26,0.04
5286,3819703,16098958,30,2017-09-04,0.09
5287,3819946,20169857,1,2019-04-08,0.87
5288,3821676,14908547,4,2016-01-03,0.14
5289,3822172,19663195,24,,
5290,3825437,7018154,5,2016-01-02,0.08
5291,3826037,3250450,30,2018-07-26,0.19
5292,3826226,15733420,4,2019-06-24,2.66
5293,3826908,19691070,1,2019-07-06,0.83
5294,3827311,19693124,1,2019-06-12,0.17
5295,3827442,1484799,4,2016-09-05,0.17
5296,3829039,4702135,1,,
5297,3829261,19708200,3,2019-05-03,0.7
5298,3829609,4928083,5,2019-04-11,0.28
5299,3831962,2236848,24,,
5300,3832444,19239110,30,2019-03-28,0.53
5301,3832774,18982191,3,2016-08-15,0.06
5302,3832863,18094896,4,2019-03-30,0.36
5303,3832932,15192022,2,2017-05-13,0.12
5304,3833538,2141246,3,2016-09-11,0.05
5305,3835052,3284613,25,2018-08-26,1.27
5306,3835334,539204,15,,
5307,3835633,19708200,3,2019-06-23,0.39
5308,3835681,3339701,1,2019-06-20,2.78
5309,3835740,18397763,2,2019-06-29,0.61
5310,3835757,3339701,1,2019-06-21,3.48
5311,3835766,18397763,2,2019-05-26,0.72
5312,3836180,19758346,3,2016-06-19,0.08
5313,3836189,9314076,1,,
5314,3836199,19758179,3,2019-06-04,1.73
5315,3838056,4091348,4,,
5316,3838375,177233,2,2019-07-06,1.35
5317,3838388,19772879,1,,
5318,3838416,107340,4,2014-10-19,0.05
5319,3839364,9332835,14,2019-07-05,0.13
5320,3840000,19783353,4,2019-01-24,0.29
